publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p650822,outside of network interest,2018-08-29T19:18:29.954Z,2018-09-06T23:31:56.189Z,177.9803294,-37.86413929,2.780324174,34.0625,M,,NonLinLoc,,automatic,nz3drx,40,40,12,0.07936981647,145.9144746,1.543778708,0
2018p650746,,2018-08-29T18:37:41.296Z,2018-08-29T18:38:53.601Z,177.7710334,-38.66558525,1.399400811,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.0412328048,146.2873206,0.3754808296,0
2018p650720,,2018-08-29T18:23:44.191Z,2018-08-29T18:25:27.666Z,173.6419065,-42.29344672,1.813176043,19.53125,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1446523878,174.7127117,0.5532730642,0
2018p650688,earthquake,2018-08-29T18:07:12.382Z,2018-08-29T20:41:53.274Z,175.5576935,-39.48173141,0.6012520042,18.7812767,M,,LOCSAT,confirmed,manual,iasp91,10,7,3,0.1182238907,305.7910976,0.08554467192,0
2018p650592,,2018-08-29T17:15:34.543Z,2018-08-29T17:17:03.869Z,177.3773874,-39.17999491,1.775445637,24.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1481486898,127.5514465,0.1875171556,0
2018p650589,,2018-08-29T17:13:56.554Z,2018-08-29T17:17:04.391Z,177.4038417,-39.18329928,2.23510328,22.578125,M,,NonLinLoc,,automatic,nz3drx,29,29,14,0.1654684862,122.4983154,0.637023181,0
2018p650559,earthquake,2018-08-29T16:58:07.750Z,2018-08-29T20:44:56.123Z,175.2726746,-39.16849136,0.9221705989,5.683731556,M,,LOCSAT,confirmed,manual,iasp91,13,10,6,0.1335240155,258.2427979,0.1813489598,0
2018p650435,earthquake,2018-08-29T15:52:04.938Z,2018-09-06T05:37:52.831Z,167.0262604,-45.58584976,3.256013597,64.74055481,M,,LOCSAT,confirmed,manual,iasp91,24,15,1,0.1506053507,192.7863884,0.583082163,0
2018p650433,,2018-08-29T15:50:43.351Z,2018-08-29T15:51:45.301Z,177.8799112,-38.414897,1.386721293,16.484375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.0352180222,94.64004123,0.410501279,0
2018p650402,earthquake,2018-08-29T15:34:17.931Z,2018-09-06T05:13:57.069Z,172.3592529,-43.60149384,2.579448636,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,8,0.2379639894,103.3607635,0.5140824617,0
2018p650314,earthquake,2018-08-29T14:47:41.547Z,2018-08-29T20:47:33.236Z,176.1902313,-38.42911911,1.233694747,3.966074944,M,,LOCSAT,confirmed,manual,iasp91,12,9,7,0.08314794302,95.8543396,0.371081133,0
2018p650270,earthquake,2018-08-29T14:24:23.027Z,2018-08-29T20:52:55.255Z,177.2004089,-37.37204742,2.582755794,117.1987839,M,,LOCSAT,confirmed,manual,iasp91,21,18,7,0.6008372903,154.3486481,0.4165798035,0
2018p650161,,2018-08-29T13:25:54.817Z,2018-08-29T13:28:07.502Z,175.884666,-39.26956239,2.414527795,89.375,M,,NonLinLoc,,automatic,nz3drx,14,14,2,0.1970331852,135.7610051,1.443895101,0
2018p650127,,2018-08-29T13:08:00.535Z,2018-08-29T13:10:10.568Z,177.7622946,-38.947672,2.548172492,15.078125,M,,NonLinLoc,,automatic,nz3drx,41,41,24,0.09793672423,77.66676522,0.9157811952,0
2018p650061,,2018-08-29T12:32:54.625Z,2018-08-29T12:34:27.052Z,177.7473509,-38.94888147,2.377162656,15.078125,M,,NonLinLoc,,automatic,nz3drx,23,23,15,0.09677406258,74.12885625,0.3734484219,0
2018p650058,,2018-08-29T12:31:08.948Z,2018-08-29T12:33:19.457Z,177.3672879,-38.03507296,2.273255992,81.875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.2571086715,133.4463898,1.516560527,0
2018p650054,,2018-08-29T12:28:54.898Z,2018-08-29T12:30:30.522Z,174.3564636,-41.7637302,1.993889079,36.40625,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.1068557173,149.1996749,0.3394392067,0
2018p650048,,2018-08-29T12:26:03.233Z,2018-08-29T12:28:10.705Z,176.5484367,-38.23640802,2.274661096,78.125,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.4413795743,236.4471911,0.841675907,0
2018p649808,,2018-08-29T10:18:11.179Z,2018-08-29T10:19:25.751Z,176.2776512,-40.25994129,1.257672437,42.03125,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.09570143672,107.3982614,0.3988328175,0
2018p649796,,2018-08-29T10:11:47.187Z,2018-08-29T10:13:23.660Z,177.7625288,-38.94518046,2.408373734,16.71875,M,,NonLinLoc,,automatic,nz3drx,25,25,15,0.09706747034,76.6225915,0.3713605101,0
2018p649766,,2018-08-29T09:55:44.162Z,2018-08-29T09:58:04.992Z,173.4222624,-40.69325317,2.302921894,105.3125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.392677107,117.7383839,0.9296330111,0
2018p649754,,2018-08-29T09:48:42.675Z,2018-08-29T09:51:21.537Z,171.1142932,-43.44193042,1.832666252,8.515625,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.2768462507,55.29127735,0.5652359575,0
2018p649753,,2018-08-29T09:48:38.087Z,2018-08-29T09:49:58.706Z,176.9413908,-39.53331989,1.658733271,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.2051540716,164.8178851,0.2320340264,0
2018p649712,,2018-08-29T09:26:58.750Z,2018-08-29T09:28:57.731Z,176.0895586,-37.94218203,2.406178341,156.875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.2383030846,122.514319,2.29168654,0
2018p649677,earthquake,2018-08-29T09:08:17.953Z,2018-09-06T04:18:35.894Z,172.1359558,-41.9366684,2.606004552,63.94665909,M,,LOCSAT,confirmed,manual,iasp91,30,16,6,0.1583269238,72.28816223,0.6603741383,0
2018p649569,earthquake,2018-08-29T08:10:43.447Z,2018-08-29T20:55:17.492Z,176.3920593,-38.59558105,1.155011627,8.406352997,M,,LOCSAT,confirmed,manual,iasp91,11,8,4,0.05097993091,194.3815918,0.2057632865,0
2018p649556,,2018-08-29T08:03:32.735Z,2018-08-29T08:05:20.244Z,177.7562234,-38.94915241,2.373877072,16.015625,M,,NonLinLoc,,automatic,nz3drx,27,27,14,0.1010990849,76.59917935,0.4689403984,0
2018p649500,earthquake,2018-08-29T07:33:38.048Z,2018-08-29T20:56:59.462Z,176.1927643,-38.62362289,1.93728,2.650044441,M,,LOCSAT,confirmed,manual,iasp91,27,24,13,0.1328319907,47.05450439,0.6457445392,0
2018p649462,earthquake,2018-08-29T07:13:28.542Z,2018-09-06T04:00:08.645Z,177.7870331,-38.95209122,3.10483493,18.11756134,M,,LOCSAT,confirmed,manual,iasp91,28,15,13,0.08063919842,86.41864777,0.6686040582,0
2018p649434,,2018-08-29T06:58:52.682Z,2018-08-29T07:00:38.261Z,176.5130069,-38.55532611,1.970319745,115.625,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.2186052712,111.4549894,1.409848328,0
2018p649354,earthquake,2018-08-29T06:16:16.752Z,2018-09-06T03:44:10.115Z,166.9593506,-45.43033981,3.283662829,36.88597107,M,,LOCSAT,confirmed,manual,iasp91,21,13,7,0.140952006,185.8549423,0.636309169,0
2018p649347,,2018-08-29T06:13:15.366Z,2018-08-29T06:15:36.298Z,176.9981111,-37.75702526,2.446164672,100.625,M,,NonLinLoc,,automatic,nz3drx,26,26,11,0.5083070598,177.3142221,1.865966031,0
2018p649346,,2018-08-29T06:12:09.759Z,2018-08-29T06:14:34.661Z,175.9878594,-38.60587221,2.299126768,108.125,M,,NonLinLoc,,automatic,nz3drx,20,20,11,0.3983439582,120.0904286,1.424442114,0
2018p649244,earthquake,2018-08-29T05:17:29.075Z,2018-09-06T03:28:28.661Z,178.464386,-37.83078766,4.302539413,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,16,11,0.212187767,215.1097565,0.6961433668,0
2018p649237,earthquake,2018-08-29T05:13:55.616Z,2018-08-29T21:01:30.120Z,175.5153656,-39.6188736,1.588861148,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,4,0.2804036438,323.4996724,0.6867493658,0
2018p649056,,2018-08-29T03:37:05.879Z,2018-08-29T03:41:53.261Z,176.8570465,-39.90320578,2.197601903,15.546875,M,,NonLinLoc,,automatic,nz3drx,23,23,14,0.1089870268,144.3299054,0.5412856759,0
2018p649041,,2018-08-29T03:29:24.109Z,2018-08-29T03:31:01.587Z,175.8229779,-40.66558877,1.694790865,20.703125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1202734967,82.03702148,0.5720894103,0
2018p649028,,2018-08-29T03:22:17.199Z,2018-08-29T21:25:03.882Z,175.6868954,-39.3148139,1.401324714,5.3515625,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.05141081778,145.0975987,0.1008594988,0
2018p648930,earthquake,2018-08-29T02:30:18.426Z,2018-09-06T03:05:21.827Z,177.5071411,-37.73624039,2.484228029,25.59161949,M,,LOCSAT,confirmed,manual,iasp91,24,16,11,0.2192527801,216.9999313,0.7025314967,0
2018p648888,,2018-08-29T02:07:37.632Z,2018-08-29T02:09:33.991Z,172.3506125,-43.61250905,2.131683891,9.921875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.1897596806,97.14389404,0.5579349408,0
2018p648816,,2018-08-29T01:29:51.845Z,2018-08-29T01:31:58.521Z,176.8453572,-39.87202512,2.04272753,21.875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.08069449954,158.5118223,2.180807968,0
2018p648813,,2018-08-29T01:28:09.654Z,2018-08-29T01:30:17.756Z,174.7624076,-40.85746045,1.675865991,19.765625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1116143268,108.4643284,0.462300078,0
2018p648707,,2018-08-29T00:31:23.027Z,2018-08-29T00:33:23.707Z,178.2763581,-38.7660124,1.714129192,34.0625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2830413354,226.2518973,0.9109416549,0
2018p648665,earthquake,2018-08-29T00:09:07.137Z,2018-09-06T02:59:43.673Z,177.7615814,-38.95581055,2.68263461,18.8820343,M,,LOCSAT,confirmed,manual,iasp91,35,26,18,0.09502455592,79.31695557,0.4981685983,0
2018p648578,earthquake,2018-08-28T23:22:38.207Z,2018-09-06T02:52:37.537Z,176.4338531,-40.56747818,2.85766717,17.40369225,M,,LOCSAT,confirmed,manual,iasp91,30,24,19,0.1121095121,175.6632996,0.5979201881,0
2018p648505,earthquake,2018-08-28T22:43:38.228Z,2018-09-06T02:48:02.872Z,174.583725,-41.38231659,1.779451851,20.30435181,M,,LOCSAT,confirmed,manual,iasp91,20,11,5,0.1701102406,153.6785965,0.360204571,0
2018p648329,earthquake,2018-08-28T21:09:42.536Z,2018-09-06T02:35:28.060Z,177.7732391,-38.95274353,3.027547422,20.40180969,M,,LOCSAT,confirmed,manual,iasp91,19,12,9,0.0909518525,81.77622986,0.6920317652,0
2018p648203,,2018-08-28T20:02:59.295Z,2018-08-28T20:05:07.742Z,176.7956313,-37.90406012,2.010718477,98.75,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.4261964973,128.5216322,1.289950057,0
2018p647928,earthquake,2018-08-28T17:37:28.645Z,2018-09-06T02:30:42.134Z,179.1542511,-36.99291229,2.83239876,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,13,6,0.8832397461,302.975769,0.7127435398,0
2018p647923,earthquake,2018-08-28T17:33:43.914Z,2018-09-05T23:39:30.785Z,176.3010712,-37.90974426,2.933549008,177.7973785,M,,LOCSAT,confirmed,manual,iasp91,59,43,56,0.3047657311,123.1979065,0.5936202905,0
2018p647918,,2018-08-28T17:30:46.982Z,2018-08-28T17:33:13.162Z,172.4898819,-40.87747142,2.383354419,5.46875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.05817907072,180.0058639,0.7209045516,0
2018p647855,,2018-08-28T16:57:23.165Z,2018-08-28T16:59:46.442Z,175.4854858,-40.64135489,1.689266873,41.5625,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.07265554119,123.5778429,1.007198048,0
2018p647854,,2018-08-28T16:56:58.532Z,2018-08-28T16:59:13.526Z,176.0305999,-38.64385993,2.171839433,114.6875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.4901239759,112.8903904,1.12809763,0
2018p647814,,2018-08-28T16:35:30.429Z,2018-08-28T16:37:23.755Z,174.9908777,-41.39959266,1.524576707,22.578125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.09071430767,117.8169655,0.2944175681,0
2018p647778,earthquake,2018-08-28T16:16:23.040Z,2018-09-05T23:26:35.793Z,172.5285187,-41.28097153,3.050868164,179.5091095,M,,LOCSAT,confirmed,manual,iasp91,31,23,7,0.2090073824,130.7537822,1.037420625,0
2018p647758,,2018-08-28T16:05:27.436Z,2018-08-28T16:07:09.588Z,174.3096492,-41.74567487,1.834567851,14.84375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.07159795652,144.6604285,0.5494275859,0
2018p647692,,2018-08-28T15:30:29.011Z,2018-08-28T15:32:28.343Z,174.5092891,-41.39122706,2.100579588,57.96875,M,,NonLinLoc,,automatic,nz3drx,25,25,12,0.2227202357,107.6797988,0.5574153328,0
2018p647687,,2018-08-28T15:28:14.478Z,2018-08-28T15:29:37.662Z,175.6790079,-39.10157849,1.159109813,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.00380853293,101.3965785,1.037006355,0
2018p647679,,2018-08-28T15:23:24.449Z,2018-08-28T15:26:53.454Z,175.1330613,-41.37126664,1.277192619,26.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.09744921168,127.3281051,0.1528803483,0
2018p647657,,2018-08-28T15:11:44.816Z,2018-08-28T15:14:36.140Z,176.8984225,-39.82530022,2.37458876,40.15625,M,,NonLinLoc,,automatic,nz3drx,44,44,22,0.03344014292,156.0585888,0.7575837211,0
2018p647619,,2018-08-28T14:51:47.936Z,2018-08-28T14:53:54.274Z,176.0610897,-40.50515765,2.109698603,9.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.08691680034,279.1765198,0.8270410961,0
2018p647616,earthquake,2018-08-28T14:49:58.096Z,2018-08-28T23:39:28.962Z,178.906189,-36.79233551,3.752449438,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,49,0.9055014253,226.6749573,0.9492300385,0
2018p647566,,2018-08-28T14:23:34.385Z,2018-08-28T14:25:57.792Z,175.3442876,-39.02299983,2.263873745,105.3125,M,,NonLinLoc,,automatic,nz3drx,42,42,18,0.2323671702,109.6600371,1.056584942,0
2018p647533,,2018-08-28T14:05:42.983Z,2018-08-28T14:07:07.651Z,177.5238988,-39.08116536,1.433870791,22.34375,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.2248298852,134.4162527,0.5632936706,0
2018p647501,,2018-08-28T13:48:37.988Z,2018-08-28T13:50:15.165Z,175.0565694,-39.76302301,2.059173491,56.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.05525584568,72.15203937,0.8440710863,0
2018p647460,,2018-08-28T13:27:07.671Z,2018-08-28T13:29:43.624Z,177.6273945,-37.76656677,2.491657433,62.1875,M,,NonLinLoc,,automatic,nz3drx,45,45,19,0.1239614355,193.8926727,2.245246047,0
2018p647427,,2018-08-28T13:09:17.947Z,2018-08-28T13:11:54.677Z,177.5187805,-37.80318025,2.218602561,64.0625,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.1996674368,182.6479558,1.256629671,0
2018p647358,,2018-08-28T12:33:10.904Z,2018-08-28T12:35:21.495Z,177.6082782,-37.72265744,1.906180659,48.125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1405026706,211.6068537,1.086531938,0
2018p647335,,2018-08-28T12:20:19.913Z,2018-08-28T12:22:20.791Z,174.3941593,-41.37948999,1.328131938,83.75,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1882445342,122.6933723,1.176944834,0
2018p647300,,2018-08-28T12:01:32.085Z,2018-08-28T12:05:19.069Z,176.2941791,-39.18034146,1.627029476,38.28125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1543544226,97.59758383,0.3885599314,0
2018p647129,,2018-08-28T10:30:33.372Z,2018-08-28T10:33:12.661Z,174.1960763,-41.67811261,2.206086695,8.984375,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.07361836405,88.02654665,0.8279408182,0
2018p647080,,2018-08-28T10:04:38.077Z,2018-08-28T10:06:12.683Z,177.6874903,-39.01701916,1.869562909,12.265625,M,,NonLinLoc,,automatic,nz3drx,20,20,13,0.01327730033,93.81602763,0.2327512648,0
2018p647024,,2018-08-28T09:34:36.642Z,2018-08-28T09:36:41.527Z,175.4708092,-39.62046844,1.596297039,50.9375,M,,NonLinLoc,,automatic,nz3drx,24,24,11,0.2340942408,94.93275968,0.6336138318,0
2018p646900,,2018-08-28T08:28:32.907Z,2018-08-28T08:31:08.160Z,178.145456,-37.71602067,2.492746047,30.3125,M,,NonLinLoc,,automatic,nz3drx,37,37,20,0.1615660932,127.4763799,1.33024677,0
2018p646863,earthquake,2018-08-28T08:08:44.066Z,2018-09-05T22:51:36.212Z,177.5140533,-37.20145798,2.550865849,114.5440063,M,,LOCSAT,confirmed,manual,iasp91,34,21,13,0.5934500694,180.6719666,0.6511722147,0
2018p646804,,2018-08-28T07:37:25.124Z,2018-08-28T07:39:49.707Z,173.6344015,-42.22314151,2.24560685,31.71875,M,,NonLinLoc,,automatic,nz3drx,25,25,9,0.2057741508,137.7325726,0.5605744563,0
2018p646790,,2018-08-28T07:29:50.583Z,2018-08-28T07:32:00.403Z,174.9100362,-40.0921587,2.087866173,29.84375,M,,NonLinLoc,,automatic,nz3drx,39,39,20,0.3270799584,132.6244903,0.5668731155,0
2018p646759,,2018-08-28T07:13:48.657Z,2018-08-28T07:15:49.555Z,177.1761976,-38.30076358,1.676807142,39.21875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.06340091194,93.95818549,0.5875584838,0
2018p646727,earthquake,2018-08-28T06:56:35.397Z,2018-09-05T22:10:37.173Z,177.7242889,-36.93610382,3.32576211,101.8897247,M,,LOCSAT,confirmed,manual,iasp91,28,20,13,0.7264710069,213.6499939,0.5461787722,0
2018p646716,,2018-08-28T06:50:36.636Z,2018-08-28T06:53:06.622Z,174.9903522,-40.07789653,2.477964764,50.46875,M,,NonLinLoc,,automatic,nz3drx,70,70,39,0.276305127,68.44889181,0.8218298654,0
2018p646699,,2018-08-28T06:41:42.148Z,2018-08-28T06:43:52.284Z,176.7055654,-39.96863406,1.790607407,11.328125,M,,NonLinLoc,,automatic,nz3drx,21,21,11,0.1333345573,74.50765049,0.4394621489,0
2018p646688,earthquake,2018-08-28T06:35:23.455Z,2018-09-05T21:47:14.944Z,174.9134979,-40.26301575,3.671253163,49.42447281,M,,LOCSAT,confirmed,manual,iasp91,22,12,95,0.3127422333,89.57752991,0.5226202887,0
2018p646664,,2018-08-28T06:22:36.538Z,2018-08-28T06:24:38.601Z,173.3248886,-41.22442206,2.014271023,80.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.04110171441,102.1921805,0.6265456113,0
2018p646648,,2018-08-28T06:14:24.253Z,2018-08-28T06:16:57.208Z,173.4590056,-42.53678603,2.312111864,20.9375,M,,NonLinLoc,,automatic,nz3drx,23,23,6,0.1347126861,143.6536968,1.084812969,0
2018p646633,,2018-08-28T06:06:11.775Z,2018-08-28T06:07:48.146Z,178.187066,-38.70498626,1.600689078,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.221221522,221.3575041,1.100685152,0
2018p646557,earthquake,2018-08-28T05:25:42.965Z,2018-09-05T21:39:51.331Z,171.3847198,-42.34516525,2.661852801,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,1,0.3816387355,164.0421772,0.6156045265,0
2018p646493,,2018-08-28T04:51:52.011Z,2018-08-28T05:06:26.321Z,176.7112712,-38.46808839,1.744495096,85.625,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.0464856727,135.4484569,2.116711237,0
2018p646481,,2018-08-28T04:45:20.701Z,2018-08-28T05:06:03.332Z,177.158993,-38.38271371,2.448958697,36.640625,M,,NonLinLoc,,automatic,nz3drx,50,50,31,0.1258777641,52.76239768,0.6004458987,0
2018p646463,earthquake,2018-08-28T04:35:45.201Z,2018-09-05T21:30:39.104Z,176.377655,-40.66419601,3.847605696,26.65877914,M,,LOCSAT,confirmed,manual,iasp91,14,9,102,0.1011356115,180.4781628,0.2590386762,0
2018p646379,,2018-08-28T03:50:49.958Z,2018-08-28T07:35:19.567Z,171.4416277,-42.99275072,1.998292763,9.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.2682174161,111.191075,0.7442438914,0
2018p646374,,2018-08-28T03:48:26.036Z,2018-08-28T03:50:54.531Z,177.3999409,-37.70618868,1.929602779,73.4375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.3045672222,202.7492215,1.047450225,0
2018p646346,earthquake,2018-08-28T03:33:12.809Z,2018-09-05T21:09:52.348Z,172.0583649,-41.31587219,2.556419403,9.561766624,M,,LOCSAT,confirmed,manual,iasp91,32,18,7,0.07952796668,189.5445137,0.6630778554,0
2018p646325,,2018-08-28T03:22:22.057Z,2018-08-28T03:23:31.947Z,177.1897145,-38.34117022,1.69882956,35.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.09903287469,76.22307416,0.4241493572,0
2018p646259,,2018-08-28T02:47:15.831Z,2018-08-28T02:48:54.573Z,174.4494688,-41.54960234,1.363004794,14.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.269205376,129.6558547,0.5322629089,0
2018p646175,,2018-08-28T02:02:30.886Z,2018-08-28T02:04:45.380Z,173.6974729,-42.02139878,1.738801138,14.84375,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.3335913493,141.8778823,0.5518661992,0
2018p646155,,2018-08-28T01:51:49.943Z,2018-08-28T02:08:09.397Z,176.3566395,-38.68553463,2.019248883,65.46875,M,,NonLinLoc,,automatic,nz3drx,28,28,16,0.1538602339,77.04065568,0.5568866555,0
2018p646132,earthquake,2018-08-28T01:39:35.030Z,2018-09-05T05:15:18.131Z,177.31604,-38.4315567,2.320455815,31.7122612,M,,LOCSAT,confirmed,manual,iasp91,32,26,18,0.1008658037,53.95706749,0.6405611933,0
2018p646093,,2018-08-28T01:18:43.492Z,2018-08-28T01:43:30.301Z,176.5762871,-40.31972441,1.649922012,11.796875,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.06972252309,165.2298934,0.3294733737,0
2018p645980,earthquake,2018-08-28T00:18:10.060Z,2018-09-05T05:10:51.175Z,173.0834198,-42.35552979,2.505618071,37.02138519,M,,LOCSAT,confirmed,manual,iasp91,18,11,7,0.2646838427,67.85066223,0.3952140938,0
2018p645958,earthquake,2018-08-28T00:06:55.300Z,2018-08-28T20:34:38.643Z,175.3902893,-39.10918045,0.7256994212,11.86103916,M,,LOCSAT,confirmed,manual,iasp91,12,9,6,0.05307280272,292.0088234,0.05724189468,0
2018p645909,,2018-08-27T23:40:27.636Z,2018-08-27T23:42:44.357Z,174.4971512,-39.81450764,2.340676753,100.625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.720699366,141.1640898,0.8719546143,0
2018p645826,,2018-08-27T22:56:14.939Z,2018-08-27T22:57:36.642Z,175.66507,-40.76091562,1.694034073,13.203125,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1170288383,59.61427661,0.3076840678,0
2018p645713,,2018-08-27T21:56:21.370Z,2018-08-27T21:57:44.203Z,177.1695769,-38.36554381,1.896359832,35.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,11,0.1123757596,54.43367886,0.7152069095,0
2018p645708,earthquake,2018-08-27T21:53:25.081Z,2018-09-05T04:42:12.727Z,177.177002,-38.34472656,3.157772645,28.55898285,M,,LOCSAT,confirmed,manual,iasp91,50,44,34,0.09993900359,38.62464416,0.5648661774,0
2018p645648,,2018-08-27T21:21:36.788Z,2018-08-27T21:23:35.239Z,175.9046915,-39.40020663,1.740796397,30.3125,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.1177389929,145.0232847,1.053128554,0
2018p645647,earthquake,2018-08-27T21:20:52.904Z,2018-09-05T04:36:38.735Z,174.2988892,-39.58318329,2.400758001,202.4252014,M,,LOCSAT,confirmed,manual,iasp91,38,27,14,0.1467379034,95.60401917,0.6766029176,0
2018p645528,earthquake,2018-08-27T20:17:36.523Z,2018-09-05T04:24:40.419Z,168.6574707,-44.18507767,3.083391212,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,20,8,0.144931227,133.9907365,0.7203336057,0
2018p645473,,2018-08-27T19:48:14.941Z,2018-08-27T19:49:54.209Z,174.6387643,-40.69615791,2.202551794,75.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.2617032087,94.62434854,1.171439468,0
2018p645427,,2018-08-27T19:24:00.647Z,2018-08-27T19:25:11.448Z,175.4835728,-40.65630418,1.645284169,26.09375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.07169672866,190.1503372,0.3967072833,0
2018p645366,,2018-08-27T18:51:06.994Z,2018-08-27T18:53:01.191Z,175.6252257,-40.98064107,1.494431465,21.40625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1148186091,65.07766216,0.1732772426,0
2018p645357,,2018-08-27T18:46:30.161Z,2018-08-27T18:48:49.940Z,175.7372842,-39.30509211,1.950035697,85.625,M,,NonLinLoc,,automatic,nz3drx,33,33,13,0.07273954294,67.32302624,1.461161482,0
2018p645342,,2018-08-27T18:38:29.397Z,2018-08-27T18:39:54.094Z,175.2649343,-39.08561255,0.8701454982,17.65625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1352963652,113.4376816,0.5649665305,0
2018p645275,,2018-08-27T18:02:59.285Z,2018-08-27T18:04:11.259Z,178.2777581,-38.47793141,1.646457122,19.53125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.05632052936,252.4115563,0.4773084019,0
2018p645222,,2018-08-27T17:34:39.890Z,2018-08-27T17:36:09.439Z,177.8036619,-37.87865286,1.460965427,37.8125,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1229389638,83.30569299,0.2863670583,0
2018p645146,earthquake,2018-08-27T16:54:08.250Z,2018-09-05T04:07:47.275Z,173.9478912,-42.34881592,2.444859308,7.990932941,M,,LOCSAT,confirmed,manual,iasp91,21,13,6,0.2113928646,171.7937202,0.7172006884,0
2018p645143,,2018-08-27T16:52:26.307Z,2018-08-27T16:53:45.308Z,177.3147081,-38.73823126,1.486436806,28.90625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.04673085539,73.06426448,0.1827707205,0
2018p645112,outside of network interest,2018-08-27T16:35:21.206Z,2018-09-04T22:00:45.804Z,-178.6195831,-34.20481873,4.017659709,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,26,17,4.177362442,201.3873715,1.304687195,0
2018p645102,earthquake,2018-08-27T16:30:45.475Z,2018-08-27T20:29:28.920Z,175.6977234,-39.52602768,0.918963263,21.98203468,M,,LOCSAT,confirmed,manual,iasp91,10,10,7,0.1265312433,288.9534187,0.05149594137,0
2018p645074,,2018-08-27T16:15:45.046Z,2018-08-27T16:16:47.219Z,176.7233948,-39.99833431,1.134658627,35.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1100846448,88.25066435,0.2930036458,0
